City,All Offense Types,Crimes Against Person,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Kidnapping/Abduction,All Rape,Rape,Sodomy,Sexual Assault With An Object,Criminal Sexual Contact,Incest,Statutory Rape,Aggravated Assault,Simple Assault,Intimidation,"Human Trafficking, Commercial Sex Acts","Human Trafficking, Involuntary Servitude",Crimes Against Property,Arson,Bribery,Burglary/Breaking & Entering,Counterfeiting/Forgery,Destruction/Damage/Vandalism of Property,Embezzlement,Extortion/Blackmail,False Pretenses/Swindle/Confidence Game,Credit Card/Automatic Teller Fraud,Impersonation,Welfare Fraud,Wire Fraud,Identity Theft,Hacking/Computer Invasion,Robbery,Pocket-picking,Purse-snatching,Shoplifting,Theft From Building,Theft From Coin Operated Machine or Device,Theft From Motor Vehicle,Theft of Motor Vehicle Parts/Accessories,All Other Larceny,Motor Vehicle Theft,Stolen Property Offenses,Crimes Against Society,Drug/Narcotic Violations,Drug Equipment Violations,Betting/Wagering,Operating/Promoting/Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Pornography/Obscene Material,Prostitution,Assisting or Promoting Prostitution,Purchasing Prostitution,Weapon Law Violations,Animal Cruelty,Missing,Unnamed: 59,Year
Andover,571,130,,,,1.0,3.0,3.0,,,,,,31,65,30,,,418,,,29,16.0,52,,1.0,37,3.0,13.0,,,31.0,,1.0,,1.0,15,24,1.0,94,21.0,65,11,3.0,23,12,,,,,,2.0,,,,8.0,1.0,,,2024
Beverly,607,232,,,,,8.0,8.0,,,4.0,,2.0,62,118,38,,,342,,,19,7.0,67,2.0,,37,8.0,18.0,,6.0,6.0,1.0,2.0,2.0,,23,29,,21,1.0,67,20,6.0,33,21,3.0,,1.0,,,,,,,8.0,,,,2024
Boxford,47,4,,,,,,,,,,,,,2,2,,,43,,,,3.0,5,,,13,1.0,,2.0,1.0,5.0,,,,,,3,,3,,5,1,1.0,,,,,,,,,,,,,,,,2024
Danvers,840,198,,,,,4.0,4.0,,,5.0,,,35,118,36,,,617,2.0,,17,20.0,72,1.0,1.0,26,17.0,44.0,,5.0,,,,3.0,,266,8,,10,5.0,84,32,4.0,25,12,,,,,,2.0,,,,9.0,2.0,,,2024
Endicott College,22,4,,,,,,,,,,,,,4,,,,18,,,,,,,,,,,,2.0,1.0,,,,,,9,,,1.0,4,1,,,,,,,,,,,,,,,,,2024
Essex,75,24,,,,,1.0,1.0,,,2.0,,,10,9,2,,,45,,,1,6.0,8,,2.0,5,1.0,9.0,,,,,,,,,2,,,,8,2,1.0,6,3,,,,,,2.0,,,,1.0,,,,2024
Essex State Police,211,22,1.0,,,1.0,,,,,,,,3,16,1,,,10,,,,2.0,5,,,,,,,,,,,,,,,,1,,,2,,179,142,,,,,,1.0,,,,36.0,,,,2024
Essex State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Georgetown,86,20,,,,,1.0,1.0,,,,,1.0,2,11,5,,,64,,,2,2.0,12,,,7,,13.0,,,,,,,,1,1,,,,21,2,3.0,2,2,,,,,,,,,,,,,,2024
Gloucester,692,239,,,,,11.0,11.0,,,5.0,,2.0,73,115,33,,,388,,,31,9.0,102,1.0,,45,9.0,25.0,,3.0,,,1.0,,2.0,29,12,1.0,13,,77,12,16.0,65,53,,,,,,2.0,,,,10.0,,,,2024
Gordon College,17,3,,,,,,,,,1.0,,,,2,,,,14,,,,,,,,2,,,,,,,,,,1,1,,,,10,,,,,,,,,,,,,,,,,,2024
Groveland,15,5,,,,,1.0,1.0,,,,,,1,3,,,,10,,,,,4,,,,2.0,1.0,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,2024
Hamilton,85,10,,,,,1.0,1.0,,,,,,4,4,1,,,74,1.0,,,2.0,14,,8.0,10,2.0,12.0,4.0,,1.0,1.0,,,,2,5,,,,9,1,2.0,1,1,,,,,,,,,,,,,,2024
Haverhill,"2,591","1,201",,,,4.0,7.0,7.0,,,,,4.0,269,649,268,,,"1,204",6.0,,63,24.0,280,,22.0,131,67.0,,,,,,9.0,2.0,,117,26,,85,2.0,333,37,,186,126,1.0,,1.0,,,16.0,2.0,,,40.0,,,,2024
Ipswich,160,41,,,,,1.0,1.0,,,,,,18,13,9,,,114,,,6,4.0,25,,,9,3.0,30.0,,,1.0,,,1.0,,4,8,,1,,17,3,2.0,5,2,,,,,,,,,,3.0,,,,2024
Lawrence,"2,856","1,124",7.0,,,13.0,28.0,28.0,,,23.0,,3.0,314,644,92,,,"1,490",1.0,,73,35.0,356,,2.0,47,22.0,,5.0,,17.0,1.0,47.0,5.0,1.0,127,37,,341,98.0,165,67,43.0,242,124,1.0,,1.0,,,7.0,2.0,,,107.0,,,,2024
Lynn,"4,211","1,783",3.0,,,23.0,34.0,34.0,,,39.0,,6.0,506,"1,073",99,,,"2,097",6.0,,216,25.0,456,,6.0,111,91.0,6.0,1.0,1.0,,,79.0,48.0,,142,69,,104,3.0,533,200,,331,211,1.0,,,,,14.0,11.0,9.0,,85.0,,,,2024
Lynnfield,247,40,,,,,,,,,1.0,,2.0,10,15,12,,,206,,,7,3.0,31,,2.0,14,4.0,33.0,,,1.0,,3.0,9.0,1.0,12,16,,8,,56,6,,1,,,,,,,1.0,,,,,,,,2024
Manchester-by-the-sea,72,11,,,,1.0,,,,,,,,1,8,1,,,57,,,1,5.0,12,,,12,,11.0,,3.0,,1.0,,,,2,3,,2,,5,,,4,1,,,,,,,,,,3.0,,,,2024
Marblehead,325,82,,,,3.0,7.0,,7.0,,,,1.0,22,36,13,,,233,,,14,9.0,60,1.0,,27,7.0,1.0,,1.0,1.0,,1.0,,,8,13,,12,,69,7,2.0,10,2,1.0,,,,,4.0,,,,3.0,,,,2024
MBTA - Essex County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Merrimac,60,11,,,,,,,,,,,,1,8,2,,,47,,,2,1.0,7,,,6,1.0,12.0,,1.0,4.0,,,,,,,,1,,11,1,,2,1,,,,,,,,,,1.0,,,,2024
Merrimack College,46,13,,,,,3.0,3.0,,,,,,3,6,1,,,33,,,1,4.0,12,,1.0,,,2.0,,,,1.0,,,,,3,,,,9,,,,,,,,,,,,,,,,,,2024
Methuen,"1,158",453,,,,4.0,8.0,8.0,,,4.0,2.0,1.0,91,295,48,,,629,,,19,6.0,156,2.0,2.0,2,1.0,,,,15.0,,,,3.0,213,26,,61,20.0,64,38,1.0,76,54,,,,,,6.0,,,,11.0,5.0,,,2024
Middleton,111,31,,,,1.0,2.0,1.0,1.0,,,1.0,,7,18,2,,,77,,,5,7.0,8,,,8,3.0,12.0,,,,1.0,,,,3,1,,2,1.0,17,6,3.0,3,,,,,,,1.0,1.0,,,1.0,,,,2024
Nahant,38,16,,,,,1.0,1.0,,,,,,8,3,4,,,22,,,1,,3,,,7,1.0,1.0,,,,,,,,,2,,3,,3,,1.0,,,,,,,,,,,,,,,,2024
Newbury,120,29,,,,1.0,,,,,3.0,1.0,1.0,7,9,7,,,81,,,2,,14,,2.0,16,2.0,15.0,,1.0,,,,,,,1,,,,24,3,1.0,10,4,,,,,,3.0,,,,3.0,,,,2024
Newburyport,266,71,,,,,4.0,4.0,,,,,3.0,5,34,25,,,189,,,4,7.0,39,,2.0,29,1.0,31.0,,,,,,,,19,7,,4,1.0,36,5,4.0,6,2,,,,,,2.0,,,,2.0,,,,2024
North Andover,443,86,1.0,,,,12.0,11.0,1.0,,,,2.0,28,30,13,,,338,1.0,,21,21.0,32,1.0,1.0,39,4.0,39.0,,,1.0,,4.0,,2.0,43,21,,29,4.0,57,12,6.0,19,9,,,,,,6.0,,,,4.0,,,,2024
North Shore CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
North Shore CC,12,1,,,,,,,,,,,,,,1,,,10,,,,,5,,,,,,,,,,,,,,2,,,,3,,,1,,,,,,,,,,,1.0,,,,2024
North Shore Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Northern Essex Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Peabody,"1,324",448,,,,3.0,14.0,13.0,1.0,,,,7.0,121,250,53,,,801,2.0,,45,11.0,162,1.0,,71,6.0,55.0,,,,,5.0,3.0,3.0,107,19,,48,,216,34,13.0,75,52,1.0,,,,,5.0,,,,17.0,,,,2024
Rockport,43,21,,,,,,,,,3.0,,,3,12,3,,,21,,,2,,9,,,,1.0,1.0,,,,,,,,,,,1,,5,2,,1,,,,,,,1.0,,,,,,,,2024
Rowley,5,2,,,,,,,,,,,1.0,,,1,,,3,,,,,1,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2024
Salem,"1,995",670,,,,2.0,6.0,5.0,,1.0,2.0,,,51,515,94,,,"1,233",,,49,4.0,258,,,86,31.0,,3.0,28.0,79.0,1.0,16.0,,,205,5,,77,15.0,324,50,2.0,92,68,6.0,,,,,4.0,,,,14.0,,,,2024
Salem State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Salem State University,29,4,,,,,2.0,2.0,,,,,,,1,1,,,22,,,3,,11,1.0,1.0,,,,,,,1.0,,,,,2,,,,3,,,3,,,,,,,,,,,3.0,,,,2024
Salisbury,232,83,,,,1.0,6.0,5.0,1.0,,1.0,,,11,53,11,,,130,,,13,2.0,39,,1.0,14,2.0,14.0,,1.0,,,,,,5,,,2,,26,7,4.0,19,12,,,,,,2.0,,,,5.0,,,,2024
Saugus,832,153,,,,3.0,9.0,8.0,1.0,,2.0,,2.0,62,61,14,,,653,1.0,,28,7.0,84,1.0,1.0,55,11.0,62.0,,,,,3.0,1.0,,213,8,,35,2.0,99,31,11.0,26,13,1.0,,,,,3.0,,,,9.0,,,,2024
Swampscott,395,57,,,,1.0,1.0,1.0,,,1.0,,,12,39,3,,,329,1.0,,20,44.0,46,,,13,43.0,,,,,,1.0,5.0,,15,6,,4,,123,8,,9,4,,,,,,,,,,5.0,,,,2024
Topsfield,54,12,,,,,,,,,1.0,,1.0,,10,,,,37,,,2,1.0,5,,,7,,6.0,,,1.0,,,,,,,,3,,12,,,5,2,,,,,,1.0,,,,2.0,,,,2024
Wenham,60,15,,,,,3.0,1.0,2.0,,,,,2,4,6,,,41,,,1,5.0,5,,,9,1.0,6.0,,,,,,,,1,2,,,,10,,1.0,4,2,,,,,,1.0,,,,1.0,,,,2024
West Newbury,60,9,,,,,,,,,,1.0,,,5,3,,,42,,,,2.0,3,,1.0,4,1.0,10.0,,,1.0,1.0,,,,,1,,,,16,1,1.0,9,4,,,,,,,,,,5.0,,,,2024
Ashfield,10,4,,,,,1.0,1.0,,,,,,,2,1,,,6,,,,,,,,2,,2.0,,,,,,,,,,,,,1,,1.0,,,,,,,,,,,,,,,,2024
Bernardston,55,14,,,,,,,,,,,1.0,3,5,5,,,28,,,1,2.0,11,,,2,1.0,1.0,,1.0,,,,,,,,,,,4,5,,13,7,,,,,,,,,,6.0,,,,2024
Buckland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Charlemont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Colrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Conway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Deerfield,126,35,,,,,2.0,2.0,,,,,1.0,14,14,4,,,75,,,4,3.0,29,,,8,1.0,5.0,,1.0,,,,,,4,1,,3,,14,,2.0,16,8,,,,,,3.0,,,,5.0,,,,2024
Erving,21,4,,,,,,,,,,,,2,2,,,,12,,,,1.0,3,,,1,,,,,,,,,,,,,,1.0,5,,1.0,5,4,,,,,,,1.0,,,,,,,2024
Franklin State Police,159,41,,,,1.0,,,,,1.0,,,4,34,1,,,5,,,1,,3,,,,,,,,,,,,,,,,1,,,,,113,107,,,,,,,,,,5.0,1.0,,,2024
Franklin State Police Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Franklin State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Gill,36,8,,,,,,,,,,,1.0,6,1,,,,27,,,2,,6,,1.0,4,,2.0,,,,,4.0,,,1,1,,2,,1,3,,1,1,,,,,,,,,,,,,,2024
Greenfield,"1,041",321,1.0,,,5.0,25.0,21.0,4.0,,7.0,2.0,9.0,84,164,24,,,628,1.0,,103,8.0,151,2.0,2.0,42,4.0,28.0,,,,,11.0,4.0,2.0,63,35,,4,,133,21,14.0,92,74,1.0,,,,,4.0,,,,13.0,,,,2024
Greenfield CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Hawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Leverett,24,5,,,,,,,,,,,,2,3,,,,18,,,1,,5,,1.0,2,,7.0,,,,,,,,,,,,,2,,,1,,,,,,,,,,,1.0,,,,2024
Leyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
MBTA - Franklin County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Montague,206,65,,,,,1.0,1.0,,,,,,31,27,6,,,118,1.0,,16,3.0,40,1.0,,6,,4.0,,,,,4.0,2.0,,10,4,,1,,19,4,3.0,23,17,,,,,,,,,,6.0,,,,2024
New Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Northfield,35,8,,,,,1.0,1.0,,,,,,1,5,1,,,20,,,3,,4,,1.0,4,,1.0,,2.0,,,,,,,,,,,5,,,7,3,,,,,,,,,,3.0,1.0,,,2024
Orange,239,83,,,,,5.0,5.0,,,,,6.0,17,42,13,,,117,,,6,,24,,,12,3.0,3.0,,,,,1.0,,,37,3,,4,,17,5,2.0,39,31,,,,,,3.0,,,,5.0,,,,2024
Rowe,3,1,,,,,,,,,,,,,1,,,,2,,,1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Shelburne,49,10,,,,,,,,,,,,1,5,4,,,35,,,1,2.0,8,,,7,,3.0,,,,,,,,4,2,,2,,3,1,2.0,4,2,,,,,,1.0,,,,1.0,,,,2024
Shutesbury,7,3,,,,,1.0,1.0,,,,,,,2,,,,4,,,,,,,,1,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,2024
Sunderland,49,21,,,,,2.0,2.0,,,,,,5,9,5,,,25,,,3,,4,,,3,,6.0,,,1.0,1.0,,,,,1,,,,5,1,,3,1,,,,,,,,,,1.0,1.0,,,2024
Warwick,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Whately,14,4,,,,1.0,,,,,,,,1,2,,,,7,,,,1.0,1,,,,,1.0,,,1.0,,,,,,,,1,,2,,,3,,,,,,,1.0,1.0,,,1.0,,,,2024
Agawam,942,287,,,,,8.0,6.0,2.0,,5.0,,5.0,75,143,51,,,618,2.0,,79,18.0,117,,4.0,54,8.0,75.0,1.0,1.0,1.0,,,,,33,11,,1,4.0,157,45,7.0,37,20,,,,,,9.0,,,,8.0,,,,2024
Blandford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Brimfield,39,11,,,,,4.0,1.0,3.0,,1.0,,,,3,3,,,27,,,2,,1,1.0,,3,1.0,2.0,,1.0,5.0,,,,,,2,,1,,6,2,,1,1,,,,,,,,,,,,,,2024
Chester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Chicopee,"3,075","1,054",5.0,,,6.0,47.0,32.0,13.0,2.0,17.0,1.0,19.0,228,507,224,,,"1,801",3.0,13.0,123,31.0,358,7.0,10.0,79,14.0,179.0,,2.0,18.0,2.0,26.0,7.0,1.0,216,42,,108,22.0,366,121,53.0,220,145,2.0,,,,,19.0,,,,52.0,2.0,,,2024
East Longmeadow,529,102,,,,1.0,6.0,4.0,2.0,,,,2.0,28,44,21,,,415,,,23,18.0,36,,1.0,37,3.0,53.0,,,,,1.0,3.0,1.0,129,8,,23,,59,18,2.0,12,5,,,,,,4.0,,,,3.0,,,,2024
Granville,20,4,,,,,,,,,,,,,3,1,,,15,,,1,1.0,2,,,3,,3.0,,1.0,1.0,,,,,,,,,,2,1,,1,,,,,,,,,,,1.0,,,,2024
Hampden,42,14,,,,,,,,,,,,3,8,3,,,28,,,3,,7,,,6,1.0,4.0,,,,,,,,,1,,1,,4,1,,,,,,,,,,,,,,,,,2024
Hampden State Police,500,111,,1.0,,2.0,,,,,1.0,,,11,91,5,,,16,,,1,,6,,,,,1.0,,,,,,,,2,1,,1,,,4,,373,315,1.0,,,,,,,,,57.0,,,,2024
Hampden State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Hampden State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Holland,23,5,,,,,,,,,,,,3,1,1,,,17,,,1,,2,5.0,,,,2.0,,,,,,,,,1,,1,,1,4,,1,1,,,,,,,,,,,,,,2024
Holyoke,"5,388","1,691",3.0,,,22.0,31.0,28.0,2.0,1.0,23.0,3.0,10.0,348,907,344,,,"3,074",7.0,,209,12.0,786,3.0,3.0,200,131.0,26.0,,,1.0,,57.0,18.0,5.0,613,39,,156,3.0,613,167,25.0,623,396,,,,,,13.0,18.0,,,194.0,2.0,,,2024
Holyoke Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Longmeadow,270,38,,,,,2.0,1.0,1.0,,,,1.0,13,13,9,,,221,,,15,10.0,26,,4.0,20,1.0,49.0,,,9.0,,,,,7,6,,9,2.0,53,7,3.0,11,7,,,,,,1.0,,,,3.0,,,,2024
Ludlow,516,145,,,,1.0,3.0,3.0,,,4.0,,,34,73,30,,,320,1.0,,15,5.0,69,1.0,3.0,34,5.0,54.0,,,,,,1.0,,35,5,,12,,49,21,10.0,51,35,2.0,,,,,5.0,,,,9.0,,,,2024
MBTA - Hampden County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Monson,191,61,,,,1.0,,,,,,,3.0,33,19,5,,,108,,,13,2.0,25,,2.0,13,1.0,20.0,,,1.0,,,1.0,,2,2,,5,1.0,16,4,,22,19,,,,,,1.0,,,,1.0,1.0,,,2024
Montgomery,3,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Palmer,529,238,,,,3.0,4.0,4.0,,,7.0,,1.0,43,152,28,,,210,4.0,,15,8.0,62,1.0,1.0,19,4.0,32.0,,1.0,,,,,,8,1,,3,1.0,36,11,3.0,81,53,,,,,,5.0,,,,22.0,1.0,,,2024
Russell,15,5,,,,,,,,,,,,3,2,,,,9,1.0,,2,1.0,1,,,,,1.0,,1.0,,,,,,,,,,,2,,,1,,,,,,,,,,,1.0,,,,2024
Southwick,171,62,,,,,,,,,,1.0,1.0,6,42,12,,,108,,,6,2.0,32,,2.0,13,1.0,17.0,,,,,1.0,,,1,,,3,,25,4,1.0,1,1,,,,,,,,,,,,,,2024
Springfield,"14,298","5,073",17.0,2.0,,84.0,73.0,43.0,25.0,5.0,77.0,,3.0,980,"2,580","1,256",,1.0,"7,834",45.0,,458,98.0,"1,762",27.0,14.0,161,345.0,231.0,12.0,111.0,78.0,2.0,328.0,14.0,29.0,637,553,2.0,955,333.0,495,"1,056",88.0,"1,391",395,1.0,4.0,3.0,3.0,,44.0,10.0,,17.0,888.0,26.0,,,2024
Springfield College,35,1,,,,,,,,,,,,,1,,,,33,,,3,,16,,,,,,,,,,,,,,,,5,,,8,1.0,1,,1.0,,,,,,,,,,,,,2024
Springfield Technical Community College,11,4,,,,,,,,,,,,,2,2,,,7,,,,,1,,,,,,,,,,,,,,,,,1.0,5,,,,,,,,,,,,,,,,,,2024
Tolland,2,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2024
Wales,17,5,,,,,,,,,,,,,,5,,,12,,,1,,2,2.0,,4,,1.0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2024
West Springfield,"1,970",419,,,,2.0,16.0,10.0,6.0,,4.0,,12.0,93,230,62,,,"1,405",2.0,,77,19.0,209,1.0,3.0,81,9.0,70.0,,,,,14.0,12.0,9.0,446,25,,52,,251,90,35.0,146,108,,,,,,5.0,8.0,1.0,,23.0,1.0,,,2024
Western New England Coll,27,5,,,,,1.0,1.0,,,,,,,1,3,,,22,,,1,1.0,4,,2.0,1,,,,3.0,1.0,,,,,,1,,,,8,,,,,,,,,,,,,,,,,,2024
Western New England University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Westfield,952,245,,,,1.0,10.0,10.0,,,8.0,,5.0,67,122,31,,1.0,650,4.0,,34,12.0,113,1.0,,65,12.0,59.0,,1.0,1.0,,4.0,2.0,,56,138,,39,5.0,55,41,8.0,57,30,,,,,,11.0,,1.0,,12.0,3.0,,,2024
Westfield State College,44,16,,,,,2.0,2.0,,,,,,,14,,,,25,,,2,,8,,2.0,,,,,,,,,,,,4,,,,8,,1.0,3,3,,,,,,,,,,,,,,2024
Wilbraham,460,138,2.0,,,,2.0,2.0,,,5.0,2.0,3.0,19,58,47,,,300,2.0,,13,4.0,37,1.0,2.0,22,9.0,43.0,,1.0,3.0,,1.0,,,54,2,,22,2.0,63,15,4.0,22,14,,,1.0,,,1.0,,,,4.0,2.0,,,2024
Amherst,474,192,,,,,33.0,33.0,,,8.0,,2.0,38,93,18,,,261,6.0,,17,4.0,52,1.0,2.0,28,6.0,10.0,,,,,3.0,,,19,5,,10,,92,4,2.0,21,12,,,,,,6.0,,,,3.0,,,,2024
Amherst College,55,6,,,,,2.0,2.0,,,1.0,,,2,1,,,,48,,,,,26,1.0,,,,,,,,,1.0,,,,9,1.0,,,9,1,,1,1,,,,,,,,,,,,,,2024
Belchertown,270,81,,,,,3.0,3.0,,,1.0,,,26,38,13,,,170,,,10,2.0,25,,1.0,10,4.0,40.0,,,,,3.0,,1.0,11,4,,4,,42,12,1.0,19,7,,,,,,3.0,,,,9.0,,,,2024
Chesterfield,6,1,,,,,,,,,,,,,,1,,,4,,,,,1,,,1,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,1.0,,,,2024
Cummington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Easthampton,287,92,,,,,7.0,5.0,2.0,,1.0,,4.0,26,48,6,,,181,,,17,5.0,44,,,22,1.0,30.0,,,1.0,,,2.0,1.0,7,11,,1,,34,3,2.0,14,9,,,,,,4.0,,,,1.0,,,,2024
Goshen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Granby,65,18,,,,,2.0,2.0,,,,2.0,,1,9,4,,,45,,,1,1.0,10,,,7,1.0,7.0,,,,,,1.0,,,1,,2,,11,2,1.0,2,1,,,,,,,,,,1.0,,,,2024
Hadley,371,56,,,,,6.0,3.0,3.0,,5.0,,,18,16,10,,1.0,307,,,7,9.0,50,,,20,8.0,16.0,,,1.0,,,1.0,,103,1,,2,2.0,73,5,9.0,8,5,,,,,,,,,,3.0,,,,2024
Hampshire College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Hampshire College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Hampshire State Police,82,32,,,,,,,,,,,,2,29,1,,,7,,,1,,3,,,,,,,,,,,,,1,,,,,,1,1.0,43,33,,,,,,,,,,10.0,,,,2024
Hampshire State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Hatfield,30,6,,,,,,,,,,,,2,2,2,,,22,,,,,7,,,5,,6.0,,,,,,1.0,,,1,,,,2,,,2,,,,,,,1.0,,,,1.0,,,,2024
Huntington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
MBTA - Hampshire County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Middlefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Mt. Holyoke College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Mt. Holyoke College,35,1,,,,,,,,,,,,,,1,,,34,,,,,12,1.0,,1,,1.0,,1.0,,,,,,,11,,,,7,,,,,,,,,,,,,,,,,,2024
Northampton,"1,167",358,1.0,,,4.0,19.0,17.0,1.0,1.0,8.0,,3.0,110,189,23,,1.0,732,1.0,,49,16.0,155,1.0,1.0,87,7.0,54.0,1.0,,3.0,,4.0,1.0,1.0,91,81,,25,5.0,130,13,6.0,77,51,,,,,,12.0,1.0,1.0,,11.0,1.0,,,2024
Pelham,9,2,,,,,,,,,,,,1,1,,,,2,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,5,4,1.0,,,,,,,,,,,,,2024
Plainfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Smith College,8,1,,,,,1.0,1.0,,,,,,,,,,,7,,,,,1,,,,,,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,2024
Smith College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
South Hadley,467,157,,,,2.0,1.0,1.0,,,1.0,3.0,3.0,34,87,26,,,254,2.0,,21,7.0,45,1.0,,23,5.0,22.0,,,,,1.0,2.0,1.0,12,6,,20,6.0,63,11,6.0,56,35,,,,,,7.0,,,,14.0,,,,2024
Southampton,80,12,,,,,,,,,,,,2,4,6,,,62,,,2,,7,,2.0,5,,22.0,1.0,,3.0,2.0,,,,4,1,,3,,9,1,,6,2,,,,,,4.0,,,,,,,,2024
